blockchain,project,version,block_month,block_date,block_time,block_number,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,evt_index
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,127273685,WETH,WBTC,WBTC-WETH,0.005985493886,0.00021642,5985493886299255,21642,15.02179401,0x4200000000000000000000000000000000000006,0x68f180fcce6836688e9084f035309e29bf0a2095,0xb63aae6c353636d66df13b89ba4425cfe13d10ba,,0x85c31ffa3706d1cce9d525a00f1c7d4a2911754c,0x90c87b56b94e99cb57a5911ff85445a237a01eab02a424c1afe83138603dda08,0x005d763886701b0b2bcc4961461bef421bcbca1f,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,40
optimism,woofi,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,127273685,WBTC,USDT,USDT-WBTC,0.00021642,15.007289,21642,15007289,15.02902936,0x68f180fcce6836688e9084f035309e29bf0a2095,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0xb63aae6c353636d66df13b89ba4425cfe13d10ba,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7,0xed9e3f98bbed560e66b89aac922e29d4596a9642,0x90c87b56b94e99cb57a5911ff85445a237a01eab02a424c1afe83138603dda08,0x005d763886701b0b2bcc4961461bef421bcbca1f,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,36
optimism,curve,1,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,127273685,USDT,DAI,DAI-USDT,94.425376,94.4229711,94425376,94422971098000080753,94.41687772,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0x56e6983d59bf472ced0e63966a14d94a3a291589,,0x1337bedc9d22ecbe766df105c9623922a27963ec,0x7188ef2be5c5e07345bf705592f9cf21818958abedcdebd1521c8ba47cc23cd8,0xa0153e385bfa462aa82697ce740e1df9ced7d371,0xf332761c673b59b21ff6dfa8ada44d78c12def09,23
optimism,balancer,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,127273685,DAI,USDC,DAI-USDC,94.4229711,94.381948,94422971098000080753,94381948,94.49171102,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0xa0153e385bfa462aa82697ce740e1df9ced7d371,,0x9da11ff60bfc5af527f58fd61679c3ac98d040d9,0x7188ef2be5c5e07345bf705592f9cf21818958abedcdebd1521c8ba47cc23cd8,0xa0153e385bfa462aa82697ce740e1df9ced7d371,0xf332761c673b59b21ff6dfa8ada44d78c12def09,15
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646247,USDT,CBPAY,CBPAY-USDT,8.737937,16690.07354,8737937,1.66901E+22,8.737150586,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xd6cf874e24a9f5f43075142101a6b13735cdd424,0x69d409df696a2004343cfe65e84229e47291d836,,0x850054c5cd4f8a410d57b8186cf5d8b7b22d7694,0x91991b1c07d95f32fd1d655007f021b27afa786790e828c6baaecf1fd2633767,0x69d409df696a2004343cfe65e84229e47291d836,0xe592427a0aece92de3edee1f18e0157c05861564,2
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646237,CBPAY,USDT,CBPAY-USDT,66455.30262,35.00114,66455302618490083471112,35001140,34.9979899,0xd6cf874e24a9f5f43075142101a6b13735cdd424,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x150003690ea74740f66af40670373ae8ba9d880b,,0x850054c5cd4f8a410d57b8186cf5d8b7b22d7694,0xfba7c412caec6be7cd16e270649e7b37c41aa703af34ddd7ae3c9f655ea384e7,0x150003690ea74740f66af40670373ae8ba9d880b,0xe592427a0aece92de3edee1f18e0157c05861564,3
gnosis,balancer,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,36739719,WETH,wstETH,WETH-wstETH,0.02575639697,0.02177712998,25756396973835636,21777129984475190,64.64082949,0x6a023ccd1ff6f2045c3309768ead9e68f978f6e1,0x6c76971f98945ae98dd7d4dfca8711ebea946ea6,0xefabbdefad6c123ffb11f1e3251d516e2764495d,,0xbad20c15a773bf03ab973302f61fabcea5101f0a,0xf962fe5711b77d1a7e6ad94d4a660b00e3588a02d0db03ca42d543a53012b6c4,0xefabbdefad6c123ffb11f1e3251d516e2764495d,0xbc5af6918f200220b2961171085e742580613a9b,7
gnosis,balancer,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,36739719,wstETH,GNO,GNO-wstETH,0.02177712998,0.3021148036,21777129984475190,302114803625377680,64.63604619,0x6c76971f98945ae98dd7d4dfca8711ebea946ea6,0x9c58bacc331c9aa871afd802db6379a98e80cedb,0xefabbdefad6c123ffb11f1e3251d516e2764495d,,0x4683e340a8049261057d5ab1b29c8d840e75695e,0xf962fe5711b77d1a7e6ad94d4a660b00e3588a02d0db03ca42d543a53012b6c4,0xefabbdefad6c123ffb11f1e3251d516e2764495d,0xbc5af6918f200220b2961171085e742580613a9b,2
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646234,USDT,WETH,USDT-WETH,0.738412,0.0002944999987,738412,294499998650000,0.7383455429,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x4ce05e67c8b84d60d55a6526f331551a7df0b729,,0x42161084d0672e1d3f26a9b53e653be2084ff19c,0x5af31925834260cae19643f80ab1ee5ff286db8609e404388bd28a5a93743140,0x4ce05e67c8b84d60d55a6526f331551a7df0b729,0xf332761c673b59b21ff6dfa8ada44d78c12def09,4
avalanche_c,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,52366862,USDC,WAVAX,USDC-WAVAX,25.62107,0.99125,25621070,9.9125E+17,25.62857697,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0xdb6f1920a889355780af7570773609bd8cb1f498,,0x0e663593657b064e1bae76d28625df5d0ebd4421,0x053955149002742baeed6b47a6f5d390b1490f2804924995e814d67fa87a1db9,0x6ef64d83b664a4485a81d2d6588cc6cdb30787a2,0x29106d08382d3c73bf477a94333c61db1142e1b6,7
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646230,LINK,WETH,LINK-WETH,9.08586396,0.03985560413,9085863959762270974,39855604134855895,100.0256097,0xf97f4df75117a78c1a5a0dbb814af92458539fb4,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x5e325eda8064b456f4781070c0738d849c824258,,0x468b88941e7cc0b88c1869d68ab6b570bcef62ff,0xb470023788af93a69cf3224ddb00848a2a93a76b8ff6507be5ec9688d826fbcb,0xa500c29bbb6d9f2c643a7f840d6caf72681b1ae4,0x5e325eda8064b456f4781070c0738d849c824258,14
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646231,APE,WETH,APE-WETH,3.7,0.001535247872,3.7E+18,1.53525E+15,3.853011583,0x7f9fbf9bdd3f4105c478b996b648fe6e828a1e98,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xf70da97812cb96acdf810712aa562db8dfa3dbef,,0x7bfe20d25e87fb5b8ff08c51b2843a5ac2110360,0x29c9a4bdd4df974e08d4ec3096b40aecc10654dc9021956a69246dc9af85a4f5,0xf70da97812cb96acdf810712aa562db8dfa3dbef,0x5e325eda8064b456f4781070c0738d849c824258,3
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646230,WETH,USDT,USDT-WETH,0.03985560413,100,39855604134855895,100000000,100.0256097,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x5e325eda8064b456f4781070c0738d849c824258,,0x641c00a822e8b671738d32a431a4fb6074e5c79d,0xb470023788af93a69cf3224ddb00848a2a93a76b8ff6507be5ec9688d826fbcb,0xa500c29bbb6d9f2c643a7f840d6caf72681b1ae4,0x5e325eda8064b456f4781070c0738d849c824258,11
arbitrum,balancer,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646226,DAI,USDC,DAI-USDC,108.8942904,108.883235,108894290439574256004,108883235,108.9735655,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x592cda761b57a37fa048ff3ab01ca36b7adcf0f7,,0x423a1323c871abc9d89eb06855bf5347048fc4a5,0x06b0201cdee42a65cbca94ac2230071b74633e5a6913bd9dcb279d59574763ff,0x592cda761b57a37fa048ff3ab01ca36b7adcf0f7,0xf332761c673b59b21ff6dfa8ada44d78c12def09,7
gnosis,balancer,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,36739718,wstETH,GNO,GNO-wstETH,0.02276029879,0.3157508783,22760298792117058,315750878305278797,67.55416004,0x6c76971f98945ae98dd7d4dfca8711ebea946ea6,0x9c58bacc331c9aa871afd802db6379a98e80cedb,0x73a8fe7d0bdf92f2b39092307b275e220680bb89,,0x4683e340a8049261057d5ab1b29c8d840e75695e,0x53e6c2c46ea5b9b9f36f70515df0115aa049691b9498e6ef2c4d92ef06f40edb,0x73a8fe7d0bdf92f2b39092307b275e220680bb89,0x29ab49595a6a46dc2b56d03b21001e225f116c5b,31
gnosis,balancer,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,36739718,OLAS,WXDAI,OLAS-WXDAI,77.60786245,160.1281621,77607862449540797275,160128162095432542525,160.2447354,0xce11e14225575945b8e6dc0d4f2dd4c570f79d9f,0xe91d153e0b41518a2ce8dd3d7944fa863463a97d,0x227fda1d5970df605d785bf5f2f8899d5fdf8624,,0x79c872ed3acb3fc5770dd8a0cd9cd5db3b3ac985,0xe04e0430e8ccef117322aea9aa4ce6bbc9f5522df168891920a059c9067ceba2,0x227fda1d5970df605d785bf5f2f8899d5fdf8624,0x9008d19f58aabd9ed0d60971565aa8510560ab41,18
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,268646217,WETH,ARB,ARB-WETH,1.09371976,5332.669322,1093719759993113011,5332669321693479373255,2744.908482,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x912ce59144191c1204e64559fe8253a0e49e6548,0x9d5cbd2a2d34330bd76dbeaabc1bae4f8c78a4ef,,0xc6f780497a95e246eb9449f5e4770916dcd6396a,0x87811d307acd9a179b13ee1f849cfc2dda09dc17ec415c58a1a6fc5a032cc9a9,0xbceee045f58e566a4f78b0737eeea35f3ac1939f,0xccbc738c567425286137ac0eba55778c0287a4b3,8
sei,xei_finance,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:09,111421077,USDC,WSEI,USDC-WSEI,2.917277,8.089192405,2917277,8089192404645139387,2.918131762,0x3894085ef7ff0f0aedf52e2a2704928d1ec074f1,0xe30fedd158a2e3b13e9badaeabafc5516e95e8c7,0x581a5e0ba509781bb99f13e96295ab90756a7efb,,0x9e4d0c8e52fc26af1369c8a15eaa60de3254df0c,0x86fb4d2d66d9c0b8836364e23bbb1858cae59ff8d4836c80f70d81c9e861f20a,0x98f0e3390cf85d813cff9be30d8ace1dfb22de52,0x581a5e0ba509781bb99f13e96295ab90756a7efb,4
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273681,wstETH,WETH,WETH-wstETH,0.003394173629,0.004011360617,3394173629183105,4011360616872117,10.07414492,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,0x4200000000000000000000000000000000000006,0xb6cf8c3e4ff10fd378b1543fcd5ce06a85fbbd7a,,0x04f6c85a1b00f6d9b75f91fd23835974cc07e65c,0x7247613689c002ae9ab7bdd4cf912500626db3b07dee3a07d0d7ec9418324b37,0xb4449f90fe785f1c764de2eb3be86204ebd0c312,0xb6cf8c3e4ff10fd378b1543fcd5ce06a85fbbd7a,35
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273681,WETH,OP,OP-WETH,0.000958815054,1.533610162,958815054005980,1533610162224420903,2.406338141,0x4200000000000000000000000000000000000006,0x4200000000000000000000000000000000000042,0xb6cf8c3e4ff10fd378b1543fcd5ce06a85fbbd7a,,0xfc1f3296458f9b2a27a0b91dd7681c4020e09d05,0x7247613689c002ae9ab7bdd4cf912500626db3b07dee3a07d0d7ec9418324b37,0xb4449f90fe785f1c764de2eb3be86204ebd0c312,0xb6cf8c3e4ff10fd378b1543fcd5ce06a85fbbd7a,31
ethereum,curve,Factory V1 Stableswap Plain,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,21066422,TUSD,crvUSD,crvUSD-TUSD,30142.97377,30020.81884,30142973771998110478414,30020818837648190608204,29993.01956,0x0000000000085d4780b73119b644ae5ecd22b376,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,0xb28ca7e465c452ce4252598e0bc96aeba553cf82,,0x34d655069f4cac1547e4c8ca284ffff5ad4a8db0,0xaf651713787d62bc3fe7243dae6651056db4e3d10be3a72405fe0e0ff3d9b848,0x8c47efc002afa904d02c083000b750f285054ba1,0xfe837a3530dd566401d35befcd55582af7c4dffc,434
ethereum,curve,Factory V1 Stableswap Plain,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,21066422,crvUSD,USDT,crvUSD-USDT,30020.81884,30000,30020818837648190608204,30000000000,29993.01956,0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,0xdac17f958d2ee523a2206206994597c13d831ec7,0xb28ca7e465c452ce4252598e0bc96aeba553cf82,,0x390f3595bca2df7d23783dfd126427cceb997bf4,0xaf651713787d62bc3fe7243dae6651056db4e3d10be3a72405fe0e0ff3d9b848,0x8c47efc002afa904d02c083000b750f285054ba1,0xfe837a3530dd566401d35befcd55582af7c4dffc,431
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646209,WETH,USDC,USDC-WETH,0.003232610917,8.109069,3232610916855083,8109069,8.112883618,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x5e325eda8064b456f4781070c0738d849c824258,,0xc6962004f452be9203591991d15f6b388e09e8d0,0x2e2a2f051cde19c3b16478121b556a4615536b72726b35ea9a06ab55151f69a9,0x6ad183463eb1ce4391dafe3934fcaedaf9bcd302,0x5e325eda8064b456f4781070c0738d849c824258,14
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646208,APE,WETH,APE-WETH,35.98530774,0.01493013938,35985307742858729956,14930139375891660,37.47017079,0x7f9fbf9bdd3f4105c478b996b648fe6e828a1e98,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xf70da97812cb96acdf810712aa562db8dfa3dbef,,0x7bfe20d25e87fb5b8ff08c51b2843a5ac2110360,0xef25e5ed2255bddce449c945602bf8bea22b9863e24eb8bec9de7a4aa651d2cf,0xf70da97812cb96acdf810712aa562db8dfa3dbef,0x5e325eda8064b456f4781070c0738d849c824258,6
optimism,velodrome,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273680,USDC,TAROT,TAROT-USDC,0.000741,0.002994355392,741,2994355392337181,0.000741217113,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x1f514a61bcde34f94bc39731235690ab9da737f7,0x3cd9f7912b6b04b702232fbb3f12f94145b8a0e4,0x2e931de1fcb2681dc98601e0b513308da9c5ceae,0x2e931de1fcb2681dc98601e0b513308da9c5ceae,0x0bc1c76cdd6c516382a7bdde3596831636c0b1b4a374b62baef5ff19c83b5db4,0x21d846208df87b806577b632ae2ed66bcd5219ef,0x3cd9f7912b6b04b702232fbb3f12f94145b8a0e4,130
optimism,velodrome,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273680,USDC,VELO,USDC-VELO,0.001506,0.0186426806,1506,18642680595427099,0.001506441258,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x9560e827af36c94d2ac33a39bce1fe78631088db,0x3cd9f7912b6b04b702232fbb3f12f94145b8a0e4,0x8134a2fdc127549480865fb8e5a9e8a8a95a54c5,0x8134a2fdc127549480865fb8e5a9e8a8a95a54c5,0x0bc1c76cdd6c516382a7bdde3596831636c0b1b4a374b62baef5ff19c83b5db4,0x21d846208df87b806577b632ae2ed66bcd5219ef,0x3cd9f7912b6b04b702232fbb3f12f94145b8a0e4,118
optimism,velodrome,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273680,TAROT,USDC,TAROT-USDC,0.005958767363,0.001506,5958767363291427,1506,0.001506441258,0x1f514a61bcde34f94bc39731235690ab9da737f7,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x3cd9f7912b6b04b702232fbb3f12f94145b8a0e4,0x2e931de1fcb2681dc98601e0b513308da9c5ceae,0x2e931de1fcb2681dc98601e0b513308da9c5ceae,0x0bc1c76cdd6c516382a7bdde3596831636c0b1b4a374b62baef5ff19c83b5db4,0x21d846208df87b806577b632ae2ed66bcd5219ef,0x3cd9f7912b6b04b702232fbb3f12f94145b8a0e4,124
optimism,velodrome,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273680,USDC,VELO,USDC-VELO,0.000118,0.001462858136,118,1462858136056736,0.000118034574,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x9560e827af36c94d2ac33a39bce1fe78631088db,0x5b0dce514b4aed993751d2cf7379b75df9860312,0x8134a2fdc127549480865fb8e5a9e8a8a95a54c5,0x8134a2fdc127549480865fb8e5a9e8a8a95a54c5,0x3d24c7c9ffe6d5872a17d3e44acf866bbb683217f011c30fb4e493333eb54a06,0xf359aebaf209f1cef82aa11443a2910324625d9a,0x5b0dce514b4aed993751d2cf7379b75df9860312,98
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646204,WETH,WBTC,WBTC-WETH,0.06902922846,0.00250033,69029228459500798,250033,173.2426547,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,,0x149e36e72726e0bcea5c59d40df2c43f60f5a22d,0x3d7b4d5f2ba70c1d326fad08ffa9ea083eb0d1ab1fe2721851c95c65662111f7,0x4a097d66bedc4389db74835a0e3eb457a8b8e3d2,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,33
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646204,WETH,tBTC,tBTC-WETH,0.4003267934,0.01451679008,400326793417821602,14516790077214266,1004.700153,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x6c84a8f1c29108f47a79964b5fe888d4f4d0de40,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,,0xcb198a55e2a88841e855be4eacaad99422416b33,0x3d7b4d5f2ba70c1d326fad08ffa9ea083eb0d1ab1fe2721851c95c65662111f7,0x4a097d66bedc4389db74835a0e3eb457a8b8e3d2,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,45
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646204,WETH,USDT,USDT-WETH,0.1383078888,346.840527,138307888819642284,346840527,347.1113086,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,,0x42161084d0672e1d3f26a9b53e653be2084ff19c,0x3d7b4d5f2ba70c1d326fad08ffa9ea083eb0d1ab1fe2721851c95c65662111f7,0x4a097d66bedc4389db74835a0e3eb457a8b8e3d2,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,42
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646204,tBTC,WBTC,tBTC-WBTC,0.01451679008,0.01449602,14516790077214266,1449602,1006.658859,0x6c84a8f1c29108f47a79964b5fe888d4f4d0de40,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,,0x889af944e95788f770983062b13b5a52e367029b,0x3d7b4d5f2ba70c1d326fad08ffa9ea083eb0d1ab1fe2721851c95c65662111f7,0x4a097d66bedc4389db74835a0e3eb457a8b8e3d2,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,39
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646204,WETH,USDC,USDC-WETH,0.0988005667,247.70123,98800566699416364,247701230,247.9597822,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xc3f3a07ae7d2a125ef81a5950c4d0dd54c740251,,0x6f38e884725a116c9c7fbf208e79fe8828a2595f,0x3d7b4d5f2ba70c1d326fad08ffa9ea083eb0d1ab1fe2721851c95c65662111f7,0x4a097d66bedc4389db74835a0e3eb457a8b8e3d2,0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,17
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646198,USDT,WBTC,USDT-WBTC,3090.406405,0.04463,3090406405,4463000,3090.128268,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0x4a77833325c0a1b8d59cc36e67bd9d995b0b97bd,,0x5969efdde3cf5c0d9a88ae51e47d721096a97203,0xc8c785d004ce041343ad213c4df76f9f5155abcb72ef38b790f88e55a1d6b6f3,0x1297f75228091d0ffbd1058a42a5c31471af62b2,0xeb1c8d921fa9ae6f6fe25eac960ccb080833d867,3
optimism,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273679,OP,WETH,OP-WETH,3.011997252,0.001884988293,3011997251953158843,1884988293179616,4.728835686,0x4200000000000000000000000000000000000042,0x4200000000000000000000000000000000000006,0xca423977156bb05b13a2ba3b76bc5419e2fe9680,,0xfc1f3296458f9b2a27a0b91dd7681c4020e09d05,0x60b337eb78a88533595d802501ed63ab723801f843c8d67af3fa1a234be02f5b,0x74aae58ecfab8b2d1da26dc248ffa9b3eef98c9a,0xca423977156bb05b13a2ba3b76bc5419e2fe9680,11
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646199,USDC,WBTC,USDC-WBTC,1993.590849,0.02879843,1993590849,2879843,1994.174971,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,0x0e4831319a50228b9e450861297ab92dee15b44f,0x178741d0a3fb8be53979b68adbaca30416ce3e6640f1a400933ed6f9ef23cfb8,0x9394f7ec2f704e7a0fac2e877ee5dc16e3276c30,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,3
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646200,USDT,USDC,USDC-USDT,101.485277,101.449514,101485277,101449514,101.4761433,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x55798716a4641e032b516da1c1193762487e2dff,,0x8c9d230d45d6cfee39a6680fb7cb7e8de7ea8e71,0x54c810bd359b47a9f078ab1f0e83e9b6d69505af8e7732fbb4d12ac6f4f729dc,0x55798716a4641e032b516da1c1193762487e2dff,0xf332761c673b59b21ff6dfa8ada44d78c12def09,24
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646197,USDT,WBTC,USDT-WBTC,3522.117667,0.05086071,3522117667,5086071,3521.800676,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0xce3f6b458744f7cd2a187b830cd8fe532addbbe5,,0x5969efdde3cf5c0d9a88ae51e47d721096a97203,0x0ad43ddc05c57568a0b4a4cd3dc69088460b30979e9c2a9ad8eb34584a009ee4,0x29e80f27cd9a88339e66495c93f54178b82d1700,0x2c42df2980e68f144b3cd1b692f345348c7a0234,11
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646197,USDC,WBTC,USDC-WBTC,1245.982984,0.01799838,1245982984,1799838,1246.348057,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,0x0e4831319a50228b9e450861297ab92dee15b44f,0xbd9417a48511c3a3256e0e10d237519b8147ea7704084026a5ede22ee1d316f3,0x934150d353f5e53cb6e9178456067b545a443a5d,0x6f1fe5b048de0417c4e838b1fc4245aaf254f1dc,15
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646198,WETH,ATH,ATH-WETH,0.2981066834,15828.39816,298106683404425980,15828398157277283688031,748.1583433,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xc87b37a581ec3257b734886d9d3a581f5a9d056c,0x00000000ede6d8d217c60f93191c060747324bca,,0x5cbddc44f31067df328aa7a8da03aca6f2edd2ad,0x7fa323bc55ccd476b2321cab0ab27ac6f3e14d22d3983210b5f28aee9c249ae5,0xb98c01250eb8344004c04e1b50da7ce1e2850c9b,0x00000000ede6d8d217c60f93191c060747324bca,19
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646197,WETH,APE,APE-WETH,0.02439960435,60,24399604354742664,6E+19,61.23568705,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x7f9fbf9bdd3f4105c478b996b648fe6e828a1e98,0x5e325eda8064b456f4781070c0738d849c824258,,0x7bfe20d25e87fb5b8ff08c51b2843a5ac2110360,0xdaeed623bc21e953d65437642bc64102e09a1811783b4f2a11570dddc253100b,0x014b37890c462ec45ccca65ced651ac0d694c6e0,0x5e325eda8064b456f4781070c0738d849c824258,5
arbitrum,uniswap,3,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,268646195,WETH,WBTC,WBTC-WETH,4.25152022,0.154,4251520220088784576,15400000,10670.0403,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,0x377de4b3f60e70711ae60c9caf8562caa39d4470,,0x2f5e87c9312fa29aed5c179e456625d79015299c,0xeba1381301975b4942c8999ab6fa614abf770c7225c212f5d14e540e95912587,0x377de4b3f60e70711ae60c9caf8562caa39d4470,0x105b154d53c0c770f8eea31a7de2e9bd3e07d451,9
optimism,velodrome,2,2024-10-01 0:00,2024-10-28 0:00,2024-10-28 20:08,127273678,USDC,VELO,USDC-VELO,0.026561,0.3285010383,26561,328501038299947356,0.02656878237,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x9560e827af36c94d2ac33a39bce1fe78631088db,0x4f3da11c5cadf644ae023dbad01008a934c993e2,0xa0a215de234276cac1b844fd58901351a50fec8a,0xa0a215de234276cac1b844fd58901351a50fec8a,0xe75e625eb4d02942361553419984215cdeededd1bdaccaf246f3f0c19a396ab4,0x44444363f8a06781579b3ca8894f9ce60b2aadca,0xda21bf18d8caf85ae8c674a679062a14f59dbcdf,405
